content,label
"Aku ramal kamu akan datang kerumahku bertemu orangtuaku, entah itu sebagai tamu undangan di pernikahanku atau justru sebagai pendampingku. Aku yakin itu",2
nyeberang lewat pelican crossing yang ada di deket up [CAPS] aja masih ngeri motor mobil susah ngalah,3
Modal haha-haha bareng aja bisa jatuh cinta. Nyaman bisa datang dari hal yang sereceh itu [EMOTICON],2
"Biasanya kalo lg ada masalah ada temen cerita. Ntah kenapa skrg jadi susah. Sedang bener2 lelah disuruh bikin sanlat tp mikir sendiri dari hulu ke hilir, walaupun dibantuin satu bapak2 tp dia sibuk kerja",0
"Hari ke enam dikota ketiga, dan sudah mulah terasa lelahnya kaki dan kangennya ngeliat mamah [EMOTICON] hmm sampe lupa abon yg dibekelin kaga ke makan [EMOTICON]",0
"Kegiatan tadi pagi bikin aku sama ibu kompak beristigfar ""dek elma bangun, solat subuh dulu"" Memang yah kalau sudah kebiasaan tiba2 hilang kerasa bgt kehilangan nya.",0
"My reaction : ""astagfirullah [CAPS] ini [CAPS] anak [CAPS] siapa [CAPS] ganteng [CAPS] banget [CAPS] bgst, [CAPS] suaranya [CAPS] juga [CAPS] bagus, [CAPS] lagu [CAPS] nya [CAPS] juga [CAPS] bagus, [CAPS] nada [CAPS] nya [CAPS] pas [CAPS] bgt [CAPS] ditelinga [CAPS] gue. [CAPS] woee [CAPS] gue [CAPS] luv [CAPS] banget [CAPS] sama [CAPS] bts [CAPS] sumpah!"" [CAPS]",2
"Semoga lancar, selamat Pesantrenku Menuju Usia 1 Abad. Usia dimana dilahirkanya Para Pembaharu-pembaharu dibidangnya. Dan Semoga Pesantrenku menjadi salah satunya",4
"Dibalik kecemburuan,terselip rasa kasih sayang yg dalam. Maka dr itu,cemburu diperlukan dlm setiap hubungan,tetapi tetap dlm kadar yg wajar tentunya [EMOTICON]",2
Drama kmarin sore : seharian puasa trus pas lg mandi kaget bcz kedatangan tamu tak diundang pas bgt woi pas lagi adzan maghrib trus jd galau dong seharian itu dianggap sah puasa apa enggak-_-,3
"Cewek itu walaupun sengaja nyemburuin cowoknya didepannya, tapi tetep aja rasa cintanya sama orang itu masih ada. So,guys, kalo cewe lo cmburu, artinya dia masih cinta sama lo!",2
"Um thanks for [username] [CAPS] yang nayangin teleseries "" jejak suara adzan "", jatuh cinta sama trailer dan eps pertama. Ditambah pemeran dimas, my favorite actor.",2
"Tapi seneng juga karna [username] [CAPS] secara langsung merilis mini album pertama. Rilis 6 april, pada waktu perkuliahan semester 6 dan terdapat 6 lagu di dalam ep [CAPS] tersebut. This how it works.",4
Udah gitu. Aku pake Vaseline gitu kan di bulu mata sama alis. Disimpan deh tuh si Vaseline di atas lemari (posisinya kaca sebelah lemari) udah gitu kan pake yang lain juga. Pas nyimpen yang lain. Aku baru ngeh. Vaseline nya udah ga ada,0
"Sebelnya kalo udah anxiety tuh tbtb sakit perut, mual, panik, takut, ngerasa sendiri, sedih. Padahal yang gue hadepin bukan apa apa, tapi selalu anxiety duluan knp sih. Cape lho.",3
"[username] [CAPS] Nama mirip? Ya mereka cuma punya dikit sih pilihan nama, cuma dibulak balik aja urutannya muka mirip? ku sebagai fanboy kpop juga sering ketuker/bingung kalo liat idol yg ngk diikutin/ngefans bgt",0
"[username] [CAPS] Sebelumnya aku ga tertarik sama cowo yg lebih muda, tapi pacarku skrng lebih muda setahun dibanding aku. Udah tau sih dari awal tapi ya gimana ya namanya udah sayang. Semua yg gasuka bisa jadi suka.",2
iya maunya juga nikah. tapi. [REPPUNC] lalaki na nu mana [ELONG] kamu sih enak punya calon. lah aku? bantal guling mau dipeluk aja hamdalah,0
Hade [ELONG] ngomongin sesat pikir. Keknya mbak ini ga sadar pemikirannya soal verbal harrasment sbnrnya kecermin dari twit2 dia selama ini. emg anaknya suka digodain pake tytyd. gimana dong kalo vv [CAPS] dan mayoritas cewe ga satu selera sama lo? Harus terima digituin? Harus diem? [EMOTICON] [url] [CAPS],1
"Untuk beberapa waktu biarlah kita bekerja sebagai bawahan, kelak kita bangun usaha sendiri, jadi pengelolanya sendiri, jadi bosnya sendiri, jadi petani yang selalu bangga dengan usaha sendiri. #nonelse",4
"pagi ini nonton berita headline nya bikin takut mulai dari 'Suami bunuh istri', 'Kakek perkosa cucu', 'Ayam bakar solo'. ngeri banget nih berita",3
"!rp hai ele. Maaf ya gua ga romantis. Gua cuma mau ungkapin perasaan gua. Kalo gua itu tertarik sama lu, gua sayang sama lu, gua Cinta sama lu. Gua mau serius dengan perasaan gua. Dah gausah panjang. Ele will you be mine [username] [CAPS] [url] [CAPS]",2
"Nah. Nyetatus lah aku di wa ""broken heart is real with thousand of heart broken emojis haha ada pesan terselubung emang. Karna masnya juga ngga ada kabar sejak hari ulanh tahunnya jumat kemaren.",0
[username] [CAPS] selamat ultah kak renoo wkwkw semoga kita bisa dipertemukan lagi di satu kelompok (kalo sama reno gppa deh). semoga bahagia dan sejahtera selalu bersama dek oza hehehe,4
"Serem kang,kl sdh macetnya begitu. Padahal tol semua yaa..,Horor itu mah",3
"Ada seseorang merasa pancasila, tapi anti politik. Wong kita ini hidup di Negara Demokrasi yg menggunakan sistem politik. Makanya para politikus, cepat mengertilah. Bahwa tingkat apatisme masyarakat kita terhadap politik itu kian meninggi. Jgn terus berkorupsi dan ingkar janji.",1
"Alhamdulillah, sudah menjadi fans dari sumber berita antara [CAPS] [username] [CAPS] Ikutan kuy [username] [CAPS] [username] [CAPS] [username] [CAPS] semoga bisa menjadi #TemanANTARATerfavorit",4
"Awal kami tidak saling kenal, tidak ada hubungan saudara. Namun di sini kami dari tidak kenal dan bertemu menjadi saudara dalam satu keluarga baru, inilah kenapa saya makin cinta Nasa.",2
"Gak jadi include kemang karna yg dp gak jelas php doang,tp besok fix include blokm masih ada 2slot kosong [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS]",0
"Setelah berbulan-bulan tertunda krn akreditasi rumah sakitnya lalu berminggu2 ngurus perizinannya, akhirnya bisa nyebar kuisioner juga [EMOTICON] [url] [CAPS]",4
"Jadi semacam motivasi gitu pengen mengawasi pemilu bener2 dengan jadi pengawas tps. [CAPS] Mengawal suara, jangan sampe ada kecurangan. Apalagi pilkada di tmarahang ini rawan banget. Secara yah calon tunggal gitu. [REPPUNC]",3
Kita yg tak punya apa apa dan tak seberapa ini disapa sobat misquen asik asik aja malah nyala balek damai segampang itu yah hebat uiy,4
"Kuakui aku jatuh cinta pada aksara, Oleh sebab itu aku bisa berbicara pada semesta walau hanya lewat untaian kata tapi yang kuceritakan ialah tentang kita",2
"Kemaren, pembagian nilai uts. Takut bener gue ga bisa imbangin pas uas. Kampus gue serem.",3
"Ini Baru pemikiran Professor, biar Masih junior dibandingkan Professor cebong anu, yg ini lebih bermutu Dan punya dedikasi [url] [CAPS]",4
"Pjlnn kereta api Jkt Jogja dst jg byk yg lbh indah, spt mlht lukisan.. Sungai yg besar dn bersih, gunung2 dn sawah.. Alam Asia Tenggara mmg memiliki culture yg mirip.. [url] [CAPS]",4
"Wow ngeliat masalah mino di sini, jd awalnya gegara mistranslate? Dan yg bikin translate nya dr fandom ono? Wkwk not surprised sih, got7 juga kena mistranslate juga gegara tuh fandom. Heran, ikut campur bae masalah fandom org",1
[username] [CAPS] Same gue bukan orang yang ekpresif susah buat ngungkapin perasaan padahal sangat bersyukur punya mereka dan gue sayang banget sama mereka entah itu keluarga/sahabat / pasangan,2
"[username] [CAPS] [username] [CAPS] [username] [CAPS] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada allaah [CAPS] swt. [CAPS] dari godaan setan yang terkutuk. https",3
army [ELONG] [CAPS] aku [CAPS] mau [CAPS] bilang [CAPS] aku [CAPS] sayang [CAPS] kalian [ELONG] [CAPS] huhuhuhu [CAPS] sayang [CAPS] bts [CAPS] juga [ELONG] [CAPS],2
Aku suka caramu menyukaiku [EMOTICON],2
Terlalu bodoh sekali bila mudah terpengaruh tipu daya setan. Bila pun harus membenci cukup sifatnya bukan objeknya. Takut kalau tiba-tiba Allah menyuruh Saya pulang sementara masih ada kebencian dalam hati Saya. Saya lebih takut kehilangan Allah daripada apapun termasuk keluarga.,3
"food test Rendang Bebek lagi, [ELONG] oleh bapak Uyul juragan kuliner pemilik Warung Kopi [username] [CAPS]. [REPPUNC] Alhamdulillah lulus uji, katanya cociks, [ELONG] dan disarankan langsung dimainkan. she [url] [CAPS]",4
ia sudah lama kita tidak-ngumpul lagi hahaha ok tapi jadwal nih kendala kita [EMOTICON],0
"Betul sekali,, harusnya kenaikan tarif dasar listrik, tarif tol, kenaikan harga bbm dikala harga minyak dunia turun, kenapa impor garam dan beras di saat petani negri ini sedang panen,, itu semua harus di jelaskan ya mak [username] [CAPS] ! [REPPUNC] Memang gila rezim ini mbk [url] [CAPS]",1
"Tetap semangat walau punkada rencana kita tidak sepenuhnya berjalan lancar, tapi tetap yakin tuhan selalu bersama kita dalam setia langkah kita menuju keberhasilan #pembisnismuda [url] [CAPS]",4
"Me: gila ya org2 itu, tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetep fokus ntn Teman: lbh gila mana? Rela terbang jkt-paris demi ntn tennis? Me dlm hati: iya jg ya",0
[username] [CAPS] Bu Mentrri Konsep tentang Sistem penangan sampah sudah saya Email ke pak [username] [CAPS] Buang2 duit tempat sampah dari jerman tdk efektif.Panggil [username] [CAPS] dan [username] [CAPS] sy presentasikan konsep saya yg sdh ay rancang slma 10 thn. cc.@jokowi,1
"Beli mobil baru yang harganya ga sampe 130 juta. Doi ganti head unit pake merek china. Berasa bawa lamborghini, dg sound double bass power. Gue : lo kampungan.",1
"Sebuah bukti bahwa di-Indonesia, untuk menjadi seorang Gubernur tidak harus cerdas [CAPS] dan bermoral. [CAPS] Tetapi bodoh [CAPS] dan dongok [CAPS] pun bisa. [CAPS] [url] [CAPS]",1
"Tetapi rasa takut itu kalah melawan rasa penasarannya. Nada perlahan menunduk dengan menyalakan senter hp yang ia pegang, dan mengarahkan ke bawah kolong kasur yang sangat gelap. Bismillah.. semoga gak ada apa-apa disana.",3
"[username] [CAPS] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS]",1
Cerita horor ku malam ini. Huehehe. Jadi aku ingin bobo. Jadi aku mandi (?) Biar dingin selimutan langsung bobo. Dah gitu. Udah mandi nih. Aku semprot muka kan pake Aer mawar,3
pidato [CAPS] retak [CAPS] sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas. rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truk-truk pertamina.,3
"Kesatuan yg mana bong200 hahaha Habibie mencopot jabatan pak [CAPS] prabowo. [CAPS] itu ulah si wiranto, karena Wiranto dipake habibie kembali jadi pangab.. [CAPS] tragedi [CAPS] 98, itu yg harus bertanggung jawab pangab [CAPS] bong200 [CAPS] bongak [CAPS]. [REPPUNC] yang menembak polisi [CAPS],",1
"Hahaha. [REPPUNC] Lha die gak ngomong2 juga tuh, saat orang minta foto karena ragu dia manusia apa patung aku sempet punya niat pencet hidungnya hahaha. [REPPUNC] Tapi ketinggian.",4
"Luar biasa perjuangan dia buat mewujudkan angan2ku menjadi kenyataan. Terimakasih sayang, karen masih ikut menangis disaat aku menangis. I love u so much.",2
"Aku kasihan sm Mama Hulk Ijo ini bah, membesarkan anak yg bahkan ngga punya nyali shg pake akun anonim. Badan besar otak kosong. [url] [CAPS]",0
"[username] [CAPS] woy kafir, kalo bicara mending dari sby ""soeharto"" juga lebih mending dari sby.. udh kafir dungu lgi,, jaman sby gk ada tuh gerakn gnti presiden klo memang yg ini lebih bagus dari ""sby""",1
[username] [CAPS] Jika terjadi overload pengiriman sebaiknya tutup sementara penerimaan pengiriman paket agar semua paket yg telah masuk dapat terdistribusi sesuai estimasi. Jangan mementingkan keuntungan dari pihak jne [CAPS] saja tapi pentingkan juga hak konsumen.,1
"5/6/15 Tiga tahun yang lalu, pertama kalinya ngenalin cowok ke orang tua dengan modus si cowok ini mau ngajarin matematika buat sbmptn. Whut [ELONG] 3 tahun ! [REPPUNC]",4
Aku gasuka sih tapi gondok dan dongkol dan mangkel aja. Dan kagetnya lagi dia mau meniqa [ELONG]. Semoga insyafmu ga abal abal ya mas ha ha ha semoga udah alim beneran cuma dia inget ga ya ttg habluminallah,1
Bahagia kalau kamu datang tepat waktu Bahagia kalau ac [CAPS] bekerja dengan maksimal Bahagia kalau perka berjalan normal Selamat bekerja ya min [username] [CAPS],4
"gilasih, bbrp hari yg lalu gue liat truk gede yg diisi sm 3 org. Tmn gue blg kalo truk yg diisi sm 3 orang itu tengahnya mayat. Asli merinding bgt mana itu pas maghrib dan gue sendirian coy, serem abis.",3
"Ditinggal my partner mudik, fight sendirian terus jadinya tiap malem. Tp Alhamdulillah ada aja yg bantuin, gooks.. Maksi bet brother, free kopi dulu yak.",4
"Semoga secangkir Toraja bisa menjadi teman penyemangatmu, yuk beraktivitas!",4
"Bisa mencium bau tanah kering yang abis kesiram air ujan itu adalah definisi kebahagiaan tersendiri. Alhamdulillah hujan, yang meski cuma sebentar hari ini.",4
Kalo ga bisa ya udah terima aja. Ini malah ngomel2 ga jelas trs ngumpul di depan pembatas gitu. Bikin macet manusia asli. Yang bikin ribet itu emak2nya Anak muda sama bapak2nya agak selow dan langsung menerima informasi secara baik dan ga treak2 gajelas. Ky pasar asli tadi tu,1
"Mungkin move on juga ingin mengajarkan kita untuk lebih [CAPS] tulus [CAPS] memaafkan, dan merelakan dia yg pergi. Atau mungkin, move on juga ingin menyadarkan kita bahwa cinta yg sesunguhnya bukanlah cinta [CAPS] yang [CAPS] penuh [CAPS] ekspektasi, [CAPS] melainkan cinta [CAPS] tanpa [CAPS] ekspektasi. [CAPS]",2
Gempa di Lombok belum berhenti. Setidaknya sudah dua ratusan lebih terjadi gempa susulan sejak pagi kemarin. Trus aku bayangin gimana rasanya jadi rangorang yg ada di sana sekarang. Pasti gak nyenyak tidurnya karna cemas.,3
"Bunga mawar pun memiliki duri, jikalau memang kita menginginkannya mungkin akan terkena sedikit goresan pada kulit. Begitu juga hidup ini, kadang kita harus merasakan perih ataupun luka untuk menikmati kebahagian didalamnya jar [CAPS]",0
"Mulai sekarang sering seringin latihan fake smile menjelang lebaran ditanya ""Jadi kakak kapan nikah?"" ""Calonnya mana? Udah ada?"" ""Gak kepengen liat ibu/bapak gendong cucu?"" Hahahahaudah puasa hari ke 19 [EMOTICON]",0
"Menyumbangkan Suara Untuk Lagu hellomellopoppunk, klo mas anang sih yes #hellomellopoppunk #hellomello #poppunk #subang #recording @ Masterplan Recording Chamber [url] [CAPS]",4
"Terlalu cinta, anggaplah begitu. Semua wujud yang sempat hidup disini begitu aku cintai. Begitu aku sayangi. Mencoba melindungi jalan kisah mereka, aku belajar banyak. Mengenai keputusan, ketegasan, rasa sungkan, kenyamanan, pertemanan, kasih sayang, serta kebaikan.",2
iya tur iya jangan sombong lagi ya [EMOTICON] lah mav kalau sudah sombong sma kam tur [EMOTICON] dari kemaren2,0
"Udah mau sarjana 2 kali, mbokya mulut nya jangan ketinggalan buat belajar. Sekiranya itu ga perlu diungkapkan, nambah dosa + nyakitin hati orangnya mending diem2 bae lah. Kasian anda nya yg di julidin sm orang.",1
mkasih aji selamat ulang tahun,4
Alamak. Kehebohan tiap malam dengan dua eyang ini. Pengen gadengerin tapi kenceng semua suara + suara sinetron vol up (dan akhirnya apal jadwal sinetron sctv-rcti dr sore ampe malem jam11).pencapaian.,0
"Tiga tv [CAPS] series yang belum kelar ditonton, belasan buku belum terbaca, dan puluhan folder film belum tonton di flash disk. Jangan lupa tumpukan baju bersih yang belum diseterika, Yan. #kosanlyfe",0
"Celakanya kamar hotel dan tiket yang tak terjual tersebut mengandung fixed cost yang relatif sama. Untuk airlines, pesawat akan menghabiskan bahan bakar yang hampir sama baik kursi di pesawat tersebut kosong/ diisi penumpang. #VIWIHotDealsForMiddleEast",3
"yang saya inginkan di acara @86netmedia dari dulu, di kota ku ada tim patroli ginian. Dan sekarang kesampaian, akhirnya Polres Tuban punya Tim Macan Ronggolawe buat Patroli sudut2 [username]. [CAPS] Hehee terimakasih bapak2 polisi",4
"Hahhaha yg bela takut ga masuk sorga, fakta. Logika berpikir waras dia kl ga merasa salah ga harus jg kabur, itu pengecut pdhal yg bela bejuta2 yg goblog [url] [CAPS]",1
"Love of my life, My first son, My spirit, My reason to face the world.. Bsk anak mama mulei sekolah lg di tempat yg baru, pengalamam baru, petualangan baru, teman2 baru, miss yg baru",2
"[username] [CAPS] Hehehee.. Pengepo juga ini. Alhamdulillah da. Kabar baik sekali. Masih mlika seperti waktu kuliah kok, hanya gendutan aja sekarang. Kabarmu gimana da? Dan kabar para mindis mindismu itu baik?",4
Mana yg kuat jaga harga diri dan mana yg woles harga dirinya dilecehkan. Adat ketimuran jangan disamain yg kebablasan woles dilecehin. Situ perempuan jadi-jadian? [url] [CAPS],1
Pakdok [username] [CAPS] ada komentar mengenai efek msg [CAPS] ke otak? Seringkali denger celotehan kalo orang jadi sengklek gara-gara kakehan micin. [url] [CAPS],3
"Ya Allah, bukakanlah bagiku di bulan ini pintu-pintu menuju surga dan tutupkan bagiku pintu-pintu neraka. Berikanlah kemampuan padaku untuk menelaah Al qur'an di bulan ini. Wahai yang menurunkan ketenangan ke dalam hati orang-orang mukmin.",3
[EMOTICON] -1 Dibuat bundling. Dan semuanya ditawarkan saat weekdays. Momentum di mana harga-harga hotel di Singapura bertarif sangat tinggi. #VIWIHotDealsForMiddleEast,0
Niat ingin tidur di awal karna besok pagi anter ibu negara belanja bahan kue terus lagi dan lagi mesti ke capil ektp gue belun kelar udeh mao 2thn maleen,1
"[username] [CAPS] baik sayang, aku pulang. kini aku mengerti, kau lebih butuh hadirku di sampingmu. aku akan memutar otak bagaimana hidup berkecukupan tanpa harus berjauhan.",2
"Ini lirik lagunya Rendy Pandugo - 7 Days dalem banget. Jadi intinya ""setiap ada hubungan itu pasti ada perselisihan, just let it flow and let it be. Cause to me, you'd be the one that i could see."" Epic!",4
kamu tuh suka munafik padahal sering liat aktivitas aku mirip gimana tapi tidak-pernah mau nyapa duluan [EMOTICON],0
ya [CAPS] tuhan.. [CAPS] selalu [CAPS] dan [CAPS] selalu [CAPS] kalau [CAPS] liat [CAPS] dia [CAPS] begini [CAPS] lah [CAPS] gue [CAPS] ikutan [CAPS] senyum2. [CAPS] I love [CAPS] his [CAPS] gummy [CAPS] smile [CAPS] so [CAPS] much [CAPS] ! [REPPUNC],2
"Andai saja senyummu bisa ku campur dengan kopi pahitku, mungkin sudah aku sruput sak ampas-ampase. Rapopo keselek, wong aku cinta.",2
Ngeri yaa lalulintas di sana -_- untung di Bali belum pernah ngerasain yang beginian sih,3
"udah 2 tahun lebih ini lip palette wardah, awet banget. bahkan kehidupan percintaanku aja ngga pernah ada yg seawet ini",4
Revisi menumpuk badan mulai ngantuk. Hajar perut makan Pop Mie Goreng dulu kuy. Siapin stock Pop Mie di kosan biar revisi jalan terus,0
"Ade : mas udah makan? Gw : (wah tumben nanyain) belom, makan aja duluan Ade : maksudnya kucingnya udah makan apa belom Gw : et lu liat aje sono tempat makannya. Memang memang",1
Hanying bikin emosi aja nih pln. Udah 5 jam ga nyala-nyala,1
"[username] [CAPS] It claims to be penggantinya pet soc gitulo mas. [REPPUNC] tapi yg bikin mencurigakan, update medsos ga jelas dan gak sering, q takut ini cuma hoax",3
"Gerakan earth hour tadi kalah kaliya yang ada di seluruh dunia, 5-6 jam mati listrik di jatinangor. Kami warga jatinangor mendukung program earth hour untuk menghemat triliunan energi. Terimakasih.",4
Gw bilang juga apa ! [REPPUNC] Kebaca bener [ELONG] kelakuan lo. [REPPUNC],1
Memang yang namanya yakin itu kadang bahaya kalo terlalu buru-buru. (Zarry Hendrik). [REPPUNC],3
"karena aku merasa tidak ditanggapi dengan akun terkait, maka aku putuskan untuk report feed tersebut ke pihak Instagram. well, hari itu juga feed yang aku report dihapus pihak ig. im happy because Instagram concern about copyright issue",4
Klo kemaren2 sih aku emng gk pernh ngeplay video karena ya itu.. Takut gk bisa tidur.yg terakhir. Btw Semoga kita gk slh pilih jawaban aja buat voting selanjutnya.,3
Tipikal cowo menye menye bgt ni. Paling ngga bisa diajak argumen. Menyalahkan orang dan mengeluh terus ni manusia maha sempurna. Pen ngatain goblok tapi puasa.,1
"[username] [CAPS] Gua juga cuma fokus ngeliatin sambil 'iya sayang, iya iya i love you too, udah jangan ketawa terus, nggak usah malu malu gitu kamu emang cantik' [url] [CAPS]",2
"Siapakah yang mencintaiku dan akan mencintaiku selamanya dengan cinta yang tak mungkin lenyap oleh kesulitan, penderitaan dan kejahatan yang kuperbuat? Orang itu adalah kau, Ibuku. (Anonim)",2
"[username] [CAPS] Oh iya. bay [CAPS] de [CAPS] wey: [CAPS] Jd sekalian nih: 1. Kl blm mapan jangan [CAPS] kawin [CAPS] 2. Kl mau idup enak, belajar manage duit yg bener Pesan ini disampaikan oleh pria 24th beranak 2. Brb, kill myself",0
"[username] [CAPS] kalau ada perbedaan pendapat rasanya soal wajar, tapi kalau sudah menyudutkan dan menyalahkan itu yg ngga bener. sekecil apapun pelecehan tetaplah pelecehan dan harua ada hukuman. efek pelecehan bisa jangka panjang. #forgiveme",1
"Anjrit [ELONG] serem sendiri. Td pas pulng kantor krna jarak kantor ke rumah naik motor kuranglebih 50menitan. Dri pd ngantuk suka nya ngomong sendiri atau sok2an lg ngobrol sama siapa gtu (jng bilang saya gila, obat ngantuk saat nyetir). Nah tema hari ini comeback ftisland.",3
"Cowo yg berpenghasilan kecil tapi usaha sendiri itu jauh [CAPS] lebih patut di sukai, di hargai, dari yg berpenghasilan besar tapi lewat belakang.",1
"Musim terindah adalah Ketika kau nyalakan pagi dengan senyumanmu. Ketika kau payungi siang dengan sapamu, Ketika kau tutup malam dengan belai manjamu. Sesungguhnya aku tulus cinta padamu.",2
Perkenalan pertama kali sama Laruku adalah saat mereka jadi Ending Song Samurai X. Langsung jatuh cinta,2
Apa sih maunya bri [CAPS] ini? Dari tadi mau transfer ke Bank lain via bri [CAPS] Mobile begini terus. Serius gak sih melayani konsumen? [username] [CAPS],1
"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda Xaviera are so happy to be able to witness and accompany you on this special day. Semoga Xellent tumbuh mjd anak yang menyenangkan hati Tuhan menjadi Saluran Berkat bagi byk orang. [url] [CAPS]",4
Harini story iolls full muka alepan. Itu ja yg mampu buat pon haha. Happy birthday [username]. [CAPS] Bff yg paling gua sayang,4
"Ya allah tugasku telah selesai dengan baik, putri kecilku yang lucu dan kucintai telah menjadi wanita cantik.. bahagiakanlah ia bersama suaminya. [REPPUNC]",2
Kenangan bersama Mamita [username] [CAPS]. [REPPUNC] #AndreBaraBere #JuliaPerrez #JuliaPerez #Jupenizer #l [ELONG] #lfl #tflers #likeforlike #sick #Jupe #Meninggal #rip [CAPS] #RipJupe #Cecepy #Cirebon,0
"Ketika rasa itu tinggi, maka seseorang pasti ingin tahu apapun terkait hal yang dia minati. Nah, disini peran respect sesungguhnya. Kebiasaan kita (karena mungkin gw jg gitu) suka menertawakan hal yg kita anggap itu lucu namun itu lah hal yg ingin orang lain minati.",0
Anjir. Ini anak macam apa? Eike aja ngidam ayam wow [CAPS] tinggal gofood ga nitip2 kesiapapun.. 19 tahun mah ngerti keles teknologi kek gmn.. ini antara dimanjain ga ketulungan atau ga cari perhatian ortu tapi caranya bocah bgt,1
"Karena cinta gak butuh alasan, gak perlu penjelasan, happy anniversary 8th to my lovely [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] diriku masi setia I love you so much",2
[username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] Emang kmu dah bener? Emang kamun pintar? [CAPS] Emang pendidikan kamu S3 dri Amrik dg nilai ok? Emang kamu ornah jadi rektor ot? [CAPS] Emang kontribusi kmu terhadp negara sdh banyak? dan kalau semua jwbnnya tidak! [CAPS],1
"[username] [CAPS] [username] [CAPS] [username] [CAPS] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti",1
hahahaha alay kamu ngancem nya ngereport spam segala,1
"Ada banyak jenisnya, Ada yang rindu tp udah beda dunia. Ada yang rindu tp udah ga di arepin lg. Ada yang rindu tp gengsi berucap. Ada yang rindu tp jauh. Ada yang rindu tp untuk apa, [ELONG] untuk apa cinta tanpa pembuktian, untuk apa kita pertahankan bila sudah tak lagi cintaa",0
"Aku rindu Tadi malam sebenarnya. Tapi sinyal menahanku. Jadi aku lanjutkan saja siang ini. [username] [CAPS], aku rindu.. [EMOTICON]",0
"Salah satu sahabat terbaik! Teman, kakak, inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi. Love you mabes",2
"Jangan lupa bermain dan jangan terlalu sibuk untuk berfikir, hasil akhir adalah tentang Eksekusi dari sebuah pikiran mau kemana mau gimana dan mau jadi apa?. Selamat hari Selasa, semoga [url] [CAPS]",4
"And then, bentuk thr lainnya adalah jalan2 keluar kota. Yes, bapak aing adalah orang yg hobby travelling dengan kendaraan sendiri. Jdi hampir semua wisata di jawa setidaknya sudah pernah dilajak sama bapak aing.",4
"Pada ribut masalah via vallen ya Kenapa sih? Gamau nyinyir gua mah *Jadi seorang pemain sepak bola bla bla bla. [REPPUNC] Eh gausa d ss kali,coba aja klo yg nge dm orang biasa pst ga bakal bla bla bla. [REPPUNC] Itu nyinyir,apa bau anyir ? nying !",1
"Kalo ga u [username] [CAPS], mba muth yang ngeblur [ELONG]. [REPPUNC] Wkwkwk ada aja sih yg ngeblur foto terakhir semuanya blur na wkwk [url] [CAPS]",4
"Saran sy kpd dprri, [CAPS] terbitkan kembali uu [CAPS] yg mengatur tentang hukuman mati atau seumur hidup bagi yg melakukan koruptor baik yg nilai rupiahnya besar atau kecil disamakan, supaya ada efek jera bagi koruptor dan tdk ada toleransinya",1
"Dari dulu hingga sekarang, sebagaimana biasanya, setiap kali memasuki bulan Ramadan, kegiatan pariwisata di Indonesia terasa agak lesu. Apakah Anda meraskan hal ini? Jumlah perjalanan wisatawan nusantara di tanah air, cenderung mengalami penurunan. #VIWIHotDealsForMiddleEast `",0
"Agak cape jg debat dg orang2 yg melihat sgalanya dlm konteks hitam putih. Kenapa bisa berubah pandangan, mis dr kontra jd pro. Apakah hanya soal kepentingan instan. Bisa sj, tp smua keputusan pasti sdh mlewati pengalaman t. [ELONG] Ya hrs dipahami dlm konteks pengalaman itu #tgb [CAPS]",0
Kalo mau ganti presiden itu harus jelas siapa calonnya. Terus diadu program kerjanya. Ini koalisi belum ditentuin bisanya cuman buat kaos dan tagar,1
"[username] [CAPS] [username] [CAPS] Takut ulat juga ! [REPPUNC] Ternyata ku tyda sendiri :""( Aku padahal di kelas ada ulet di tas aku nangis malah diceramahin guru besok kalo jadi ibu mau gitu juga? Ya kan orang namanya takut ya sebel [ELONG] bgt deh",3
Back to maba lyfe. Jam segini baru pulang ke kos. Motoran. Sendirian. Jalanan gelap. Sepi. Takut tp harus berani. Yallah gini bgt minggu2 terakhir kuliah quat quat quat! [ELONG],0
"Jinhyuk menunduk, menatap sepatunya. Merasa takut untuk membalas permintaan sang puan. ""M-maaf, saya tidak membawa alat lukis saat ini. [REPPUNC] "" [url] [CAPS]",3
